Class,WorkOrderType,Param_Temperature,Param_Time,Param_Quality,Param_Boil-time,Param_Amount,Param_StirTume,Param_Pressure,Param_Humidity,Param_PercentContamination,Param_OriginalGravity,Param_FinalGravity,Param_AlcoholbyVol,Param_PrimaryFerment,Param_SecondaryFerment,Material_Pale-2-row,Matarial_Black-Patent-Malt,Matarial_Chocolate_Malt,Matarial_Roasted_Barley,Material_Carapils,Material_Rolled-oats,Material_Torrified-Wheat,Material_Northern_Brewer_Hops,Material_Fuggle,Material_Irish_Moss,Material_Yeast Irish Ale yeast starter,Material_Grapes,Material_Barley,Material_Wheat,Material_magnesium stearate,Material_yellow color 5,Material_Essence 5,Material_Vanilla extract,Material_Blackberry extract,Material_Molasses,Material_Beer,Material_sugar,Material_Milk,Material_Yoghurt
1,1,17,37,40,13,69,85,22,70,96,27,23,86,64,16,51,,7,,47,8,94,39,,53,76,50,14,7,,75,,89,77,,51,,70,
0,3,68,30,,66,64,60,,3,23,66,61,13,33,64,46,,6,86,50,,28,13,6,29,81,45,84,3,,87,,19,10,31,93,,46,
0,2,,43,81,16,,14,42,77,18,99,50,36,,,51,,2,,70,90,100,73,45,51,24,30,94,99,2,24,,63,28,,66,51,26,
0,1,17,76,66,25,23,35,18,74,53,64,94,75,71,100,58,,86,90,15,24,31,85,12,75,7,63,48,41,,39,60,9,43,,52,,32,
0,3,12,18,34,46,97,23,24,6,38,74,40,45,13,70,38,72,46,99,81,7,37,94,45,21,40,17,,7,,43,,47,78,,49,,85,
0,4,98,10,28,71,61,67,78,7,96,53,3,92,66,92,63,14,53,,10,91,31,91,51,13,76,30,50,75,,91,,15,75,74,41,,80,
0,4,37,30,99,44,2,87,79,84,32,34,54,13,74,95,13,,87,,28,65,14,14,,65,82,83,,87,97,47,,64,41,,20,47,86,84
1,3,91,91,,26,28,7,,2,100,32,89,75,7,84,44,44,39,,54,,2,99,55,42,81,16,36,54,,89,4,75,33,,18,,62,
1,2,88,53,,66,60,55,,99,58,59,58,39,12,4,65,33,100,,3,,6,85,98,2,6,18,,1,,89,,54,34,58,27,,16,
1,1,48,58,10,71,34,80,27,92,100,54,23,69,67,23,46,,70,,1,81,92,85,32,23,,65,84,13,,89,,27,1,,41,,80,
0,3,90,60,57,44,23,12,63,6,92,25,89,63,69,64,54,74,99,,28,98,52,93,40,51,36,100,49,8,12,64,,5,32,,13,60,4,
0,2,91,38,56,49,66,70,45,80,54,43,56,40,89,21,54,93,34,3,89,15,92,98,,53,13,62,99,41,,81,,54,77,92,43,,96,
0,2,,58,65,22,,71,30,51,8,81,54,37,,,55,,83,,86,97,31,14,87,87,,88,24,93,,13,,74,3,,95,,64,
1,1,52,30,33,54,45,35,26,34,22,89,11,13,89,21,73,82,89,,75,29,45,39,,80,,56,74,67,,49,,86,16,15,25,,42,
1,2,83,71,65,58,17,26,84,49,,79,,52,65,30,62,,47,8,21,65,43,56,3,56,92,40,60,56,,27,87,99,50,79,8,,75,
0,4,89,86,,14,49,90,,18,,54,,91,17,61,98,,53,,4,,58,78,,82,51,36,,62,25,64,,65,66,64,56,39,64,
1,3,52,34,40,78,83,73,4,46,,1,,47,86,12,26,36,68,,47,19,16,7,40,66,3,95,,38,,22,,83,69,,52,,84,
0,2,61,11,63,2,77,6,68,45,46,29,99,67,58,15,57,7,29,,9,88,31,84,44,10,3,4,,3,,22,,59,5,,32,,40,
0,3,15,25,35,78,76,35,70,51,82,62,89,24,44,30,56,,98,29,96,34,12,71,29,33,,36,50,25,,13,,79,57,81,20,,98,
0,3,66,5,85,35,40,4,55,36,64,21,88,67,76,67,7,,10,30,77,45,3,40,,16,44,83,47,11,9,51,,7,68,47,63,56,86,
0,2,91,63,25,87,11,56,22,31,6,24,71,12,9,64,90,68,12,,38,65,29,76,41,60,24,60,,40,,26,63,14,76,18,56,,49,
0,2,3,48,25,3,49,36,18,52,33,34,57,53,35,74,1,,50,,66,56,54,23,7,16,,69,,8,,21,,93,56,35,12,,43,
0,3,78,33,80,88,3,32,7,89,,99,,57,55,86,28,,1,,4,33,94,86,40,72,,25,,28,98,100,83,45,6,,8,80,26,
0,3,68,49,51,77,89,83,72,27,41,24,23,66,7,9,33,,75,54,4,96,75,28,8,58,64,68,,19,,86,,99,11,22,93,,37,
0,2,44,75,,97,6,58,,55,26,72,80,80,10,71,62,,64,13,73,,6,44,,54,2,52,,50,,19,,30,81,85,14,,86,
0,2,57,19,22,51,78,21,80,97,,55,,7,56,27,44,69,88,30,12,99,88,25,34,57,,19,61,97,,66,,12,60,,83,,76,
0,1,13,22,28,4,31,91,22,82,88,83,17,31,34,61,47,75,15,,99,76,18,53,,56,,64,26,80,,42,63,67,24,,66,,55,21
0,4,21,27,57,81,34,51,35,74,83,29,52,34,86,30,60,,79,,97,63,89,6,,17,58,80,97,76,,98,,16,51,,90,,27,
0,4,52,99,2,57,86,19,94,94,62,69,45,34,27,38,75,77,35,,62,78,59,17,,67,73,62,10,21,,66,,92,31,,72,,47,68
0,3,54,,92,84,5,11,12,52,76,78,98,10,33,50,14,,20,,90,50,80,96,,54,70,14,,62,,68,,86,85,55,90,,10,40
1,4,40,72,58,2,64,47,2,42,38,58,92,93,68,12,40,,76,22,55,98,45,25,41,26,41,64,,2,,8,10,26,78,18,37,,58,
0,4,,40,30,87,,24,93,71,65,49,26,33,,,45,,59,,79,40,51,20,,38,17,23,,10,,6,,40,31,47,21,,29,
1,4,51,100,99,17,82,42,80,22,,22,,10,39,50,55,,43,,88,93,22,72,79,49,,73,,99,,89,,79,48,35,3,,55,
0,2,37,84,46,97,80,19,40,45,68,37,82,67,39,53,70,,25,,46,85,63,98,27,64,58,52,36,5,,76,,90,45,29,59,,14,
1,2,,63,56,45,,48,3,12,,54,,61,,,72,37,80,,75,6,52,76,87,32,,85,49,22,,8,,91,93,,88,,56,
1,3,23,40,19,87,56,69,18,41,30,21,98,66,14,89,70,46,57,,50,44,46,8,,79,95,63,4,20,,80,,20,8,,30,,50,
1,2,,98,79,16,,2,72,8,,70,,78,,,77,,30,,22,82,93,98,67,84,97,100,78,61,,80,62,64,65,,49,,60,
1,3,13,10,30,90,32,9,49,40,32,22,66,82,55,32,5,,91,,23,49,52,10,34,58,95,28,89,30,,21,,58,49,,28,,6,
0,4,66,40,81,100,96,67,29,13,,49,,41,28,80,44,,24,,20,92,76,28,54,43,89,37,70,40,,99,,52,67,,47,,43,
1,3,46,7,82,32,33,55,100,24,,75,,69,57,47,7,,35,10,84,2,30,3,57,17,,31,27,26,,19,86,14,34,85,87,,8,
0,1,72,27,2,6,75,85,19,90,58,47,19,33,63,68,47,35,97,,62,53,80,35,5,46,83,75,,1,,82,50,96,33,,44,,27,
0,1,33,41,12,58,92,32,46,90,41,65,17,74,49,74,3,62,80,95,11,56,61,90,,27,16,71,24,42,,24,,4,22,,58,,66,
0,4,76,42,77,98,75,54,35,15,94,16,77,20,82,1,97,,82,,48,61,29,86,80,82,,59,,77,,2,,24,62,,19,,93,
1,3,47,46,28,75,72,80,9,42,75,63,60,94,14,99,87,,82,61,55,13,38,32,74,12,75,41,86,55,,98,,46,17,76,67,,88,
0,3,44,12,73,47,13,87,77,33,,36,,56,31,43,58,,99,7,64,59,70,87,88,18,,53,11,15,98,49,,26,29,35,15,91,32,
1,3,65,99,83,1,53,85,32,69,77,13,81,17,83,52,75,,88,9,22,11,6,27,,78,59,9,,64,,36,,74,79,,78,,96,
1,2,64,76,100,80,84,85,93,6,24,57,89,80,37,12,8,83,15,,48,97,52,83,7,25,4,9,,68,,79,99,85,85,63,85,,46,
1,2,36,9,42,81,9,66,38,52,54,39,70,64,63,25,20,,83,25,97,72,53,54,,89,,35,,34,,26,,70,51,76,27,,38,
1,3,69,96,20,68,47,39,5,62,3,95,81,26,56,88,44,,8,,92,47,84,12,73,67,10,3,98,66,,89,,37,90,,56,,9,14
1,1,27,56,34,92,18,42,55,70,67,56,95,34,52,1,80,,53,88,46,73,92,28,51,74,8,50,18,24,,15,,13,1,,16,,86,
1,1,13,46,11,17,85,67,72,14,69,31,100,41,44,13,27,,3,12,53,4,34,74,,1,54,67,16,79,,62,,94,62,,40,,64,10
1,1,87,50,92,92,91,91,59,40,,68,,34,24,54,79,16,34,33,4,71,66,1,28,98,,1,,7,,88,,9,47,,92,,53,
0,1,44,72,71,68,66,79,51,20,,84,,60,46,12,58,,5,,76,72,25,93,82,8,,87,,30,27,98,,11,38,35,98,6,7,
1,4,7,56,77,17,15,74,72,20,68,65,47,69,13,11,89,,87,,5,71,46,34,42,56,75,2,21,8,,45,,30,60,44,57,,69,
1,1,85,13,72,60,74,74,83,6,37,71,16,20,32,83,90,,48,,25,62,39,84,,56,99,16,45,38,,30,,50,5,59,80,,16,
0,1,,73,18,4,,73,4,11,36,1,6,44,,,72,,58,19,55,19,14,75,77,15,58,58,71,95,,27,,24,90,94,89,,53,
0,3,22,,8,23,78,95,20,11,39,74,99,78,41,82,61,,72,,47,53,42,2,87,78,80,32,,26,,39,,27,64,,79,,60,
0,3,6,5,26,4,78,35,87,57,2,20,44,86,1,82,86,,27,95,5,75,5,13,,79,93,25,96,6,,100,,79,98,8,13,,9,
1,1,15,65,51,18,69,22,7,55,91,26,3,35,13,61,52,,62,84,65,24,7,8,19,22,8,98,,95,,12,59,41,17,35,13,,65,
0,3,11,66,73,63,66,39,90,42,80,74,14,58,43,46,78,,78,,10,24,80,47,60,41,,43,94,89,,72,,21,54,51,79,,13,
1,4,40,51,18,7,13,5,62,21,,26,,35,58,47,24,,58,,18,6,65,53,39,12,50,41,,70,93,11,72,45,4,93,36,21,30,
0,1,74,69,96,27,81,67,87,50,46,1,47,61,25,72,63,,46,86,81,24,56,20,37,22,97,97,85,90,,17,,60,97,70,30,,60,
1,2,51,,12,88,32,76,18,5,98,80,15,97,94,44,54,,72,,32,47,45,35,78,60,,77,87,95,,45,,15,23,,89,,1,
1,4,35,48,29,94,13,84,90,81,6,70,51,62,33,92,75,9,90,40,55,5,56,69,,3,6,82,,1,68,12,,36,85,29,19,39,85,
0,1,24,79,,19,13,40,,20,60,82,84,35,13,91,9,,64,97,94,,62,98,4,29,,18,,40,73,48,,22,2,98,92,64,33,
1,2,85,80,39,3,49,86,89,72,100,88,79,22,22,52,12,,3,,69,58,78,15,39,53,,79,50,61,,49,,76,91,,36,,77,
0,3,97,14,22,83,23,29,4,66,78,93,81,58,52,26,56,,34,88,13,52,67,34,74,27,63,26,,30,,9,,98,48,24,70,,76,
0,4,9,7,52,80,70,59,56,81,74,11,55,12,59,92,8,,70,,16,76,88,9,,76,,27,21,73,,21,,9,38,,29,,88,
0,2,,2,25,75,,45,56,68,57,54,7,80,,,33,,4,,99,47,80,74,91,64,7,27,38,14,,70,,34,75,,99,,79,
0,3,78,25,80,41,50,36,83,14,,81,,85,26,1,5,,45,87,66,90,34,30,73,75,,45,,49,47,16,,20,46,,37,92,38,
1,2,8,5,12,84,70,86,88,93,,58,,75,89,95,52,,18,64,77,33,26,78,87,44,81,92,,60,13,39,35,100,64,,64,57,41,
1,1,68,14,60,41,29,80,43,43,81,85,41,37,51,71,11,,25,,42,68,71,55,61,74,41,75,59,56,,98,,58,82,,23,,80,
1,3,94,32,67,40,64,53,15,37,98,33,54,33,7,61,36,83,74,,3,57,36,8,61,95,55,87,45,12,,75,,14,10,,71,,69,
1,2,82,58,8,94,55,36,52,86,22,72,59,55,31,86,94,,12,,59,40,80,43,72,9,54,50,,78,,27,,61,44,99,23,,10,
0,1,93,52,39,85,3,88,24,27,,84,,81,85,92,81,90,19,,88,75,58,66,,75,,28,66,74,,70,,6,90,8,45,,17,
1,1,77,12,83,19,59,83,13,4,,66,,11,51,71,10,18,3,,21,87,34,2,75,71,,39,,83,,58,,99,87,,13,,30,
0,3,65,20,,96,48,82,,72,98,29,30,56,56,37,86,7,35,,72,,74,94,96,95,58,37,51,69,,50,29,55,30,39,49,,59,
1,1,36,12,27,82,35,54,5,50,70,92,12,70,96,52,53,,74,,48,57,11,70,92,30,24,18,42,47,,63,,43,39,,8,,62,
1,2,1,36,55,87,86,89,43,49,14,36,26,73,7,50,90,99,10,19,79,75,22,88,51,59,,4,1,49,,9,,97,76,20,97,,56,16
0,2,64,95,62,29,12,4,20,2,64,52,79,93,52,92,34,,33,34,89,70,93,16,39,48,,27,72,12,,23,,46,80,,7,,27,
0,1,12,,40,10,30,60,82,4,72,50,65,40,91,95,27,,73,67,24,32,20,52,,52,58,95,30,9,63,14,75,92,18,,24,17,27,
1,3,26,,42,87,98,15,54,75,,40,,28,58,82,1,,33,,88,92,26,47,90,49,,64,3,87,43,48,,39,23,68,98,49,67,
1,2,43,51,72,16,91,5,92,48,100,37,5,91,77,27,48,,22,11,89,9,65,85,76,93,24,52,24,80,,80,,2,68,6,23,,81,
0,2,60,34,5,33,95,98,27,68,25,18,19,24,1,74,100,65,21,33,39,36,18,72,25,49,,79,56,49,,88,,9,36,,8,,28,
1,2,53,47,100,89,7,67,43,21,,73,,32,89,21,11,,94,15,30,77,100,22,,33,65,52,19,31,87,65,62,48,94,,34,99,36,
0,3,,30,77,1,,71,52,42,74,17,44,67,,,25,,51,,67,11,82,77,97,16,73,39,33,91,32,54,19,67,11,81,79,53,46,
0,3,58,26,63,19,54,49,98,55,51,58,42,72,10,5,15,,41,,2,78,30,77,,78,,59,,48,,33,6,50,70,,61,,36,
1,1,42,41,,67,37,73,,12,100,43,98,53,26,62,44,,38,9,52,,4,75,,57,61,59,85,75,,39,,58,54,,47,,96,
1,4,4,63,33,67,28,54,9,87,32,2,29,85,59,29,54,,71,95,31,8,15,88,,40,45,81,,72,73,67,,14,80,,31,46,23,
1,4,27,79,36,56,83,51,69,94,96,15,53,13,57,54,94,,18,,11,53,22,27,87,93,41,15,,8,,67,,38,59,76,77,,35,
1,2,37,16,95,19,89,14,96,97,15,42,92,71,25,65,2,,49,,18,4,8,19,9,82,99,8,35,91,,21,,18,15,52,33,,20,
0,3,11,26,64,27,25,23,41,74,62,40,42,64,47,49,23,,64,,3,61,96,52,97,65,,14,,16,,17,,24,17,,72,,38,
1,4,1,13,62,93,23,75,2,62,,87,,9,10,30,73,,16,,19,58,95,52,77,66,,99,72,12,34,21,,65,94,,22,98,4,
1,2,12,13,13,28,6,31,32,33,87,88,88,21,27,64,58,,63,,17,29,18,88,66,76,86,22,,74,,76,,98,66,,83,,5,
0,2,92,26,99,99,41,41,92,33,31,61,97,12,46,88,59,55,95,,25,46,78,34,,60,59,72,9,29,,43,,73,37,,98,,12,
0,3,35,30,11,63,81,2,73,43,29,3,24,59,49,45,10,96,71,,97,22,15,66,,69,,79,59,18,,91,9,30,4,70,16,,71,
0,2,24,39,79,24,20,34,56,69,60,89,95,8,83,33,35,,13,,56,63,82,7,66,73,,45,99,51,,81,25,89,2,,55,,75,
1,2,,79,77,28,,60,60,16,51,59,70,55,,,65,26,93,19,71,68,87,80,70,5,17,97,96,79,,98,,47,36,,35,,81,
0,4,89,49,26,26,44,16,81,99,13,64,34,20,61,95,32,66,2,,89,60,51,37,40,31,,84,27,72,,66,,77,66,91,16,,52,
1,1,20,78,40,74,24,56,35,55,7,15,44,35,13,90,13,,95,,94,44,20,21,37,62,,4,97,52,,12,27,89,42,26,23,,5,
0,1,85,30,60,40,68,69,41,30,46,13,97,31,72,28,3,64,35,,48,2,41,19,69,90,54,100,24,62,,16,,35,19,63,100,,29,87
1,3,29,18,19,41,13,35,14,47,60,10,91,80,39,24,49,,65,,71,87,34,17,,94,12,26,53,91,73,15,15,58,87,,37,61,37,
1,1,13,15,48,46,53,47,62,96,,19,,76,97,5,29,,77,,52,37,26,70,30,84,,62,47,22,20,38,,70,77,,85,62,88,
0,2,12,17,15,50,80,89,69,82,,51,,93,15,8,74,,16,,9,67,62,41,,10,21,78,9,58,,49,28,20,80,37,23,,96,20
0,1,63,20,,2,76,56,,2,,40,,22,26,35,99,4,70,52,34,,77,93,,36,,8,36,15,,42,,20,16,19,1,,47,
1,1,14,80,,70,46,65,,95,19,13,12,49,88,52,79,83,63,,10,,91,23,3,49,,5,98,47,,99,,38,11,,55,,40,
1,1,45,,80,23,71,28,88,39,11,63,38,92,86,94,25,3,36,,49,93,25,15,,99,,70,,22,,19,,17,94,,35,,8,
1,4,23,46,67,54,27,1,17,4,,51,,45,92,68,1,,63,18,9,69,52,72,,39,24,16,90,33,,15,,22,61,86,1,,56,
0,2,59,35,40,50,83,11,1,66,,53,,15,81,56,31,,82,,24,39,61,72,80,79,67,57,24,1,,6,,2,58,,38,,69,
0,3,34,8,6,73,98,6,75,20,,71,,65,28,60,18,,67,,82,8,53,3,,17,61,3,59,17,,17,,38,99,,38,,88,
1,4,88,29,17,74,92,89,93,10,22,30,95,45,39,27,21,,66,,31,90,3,98,49,41,59,38,,24,,41,,80,30,,85,,48,
0,1,19,28,73,8,57,71,24,8,81,66,78,61,61,93,40,,51,,53,81,60,93,,70,91,15,88,50,,19,90,12,70,45,73,,57,
0,2,29,63,,13,43,59,,31,,13,,3,45,98,6,,43,,68,,7,24,76,27,,92,11,87,48,15,,78,28,,70,36,48,
1,4,34,45,92,96,37,19,94,20,,60,,49,35,30,7,16,19,,37,72,57,70,23,70,57,85,40,10,7,25,,17,56,,50,81,20,
1,1,97,46,46,55,63,12,55,32,48,98,3,9,7,26,15,,71,,15,22,75,94,,54,58,92,8,20,,1,,70,18,58,79,,91,
0,3,34,53,8,68,8,61,33,99,38,94,88,16,62,33,40,,38,,78,84,9,59,13,75,,77,,81,,60,,72,74,,65,,43,
1,2,24,84,85,51,14,33,100,22,66,52,98,76,2,78,91,,38,,17,88,16,27,16,19,,62,49,52,,5,,53,28,72,39,,31,
0,4,17,52,,1,54,31,,90,,93,,79,10,63,91,,60,,82,,78,81,40,27,34,45,35,100,,23,,46,11,15,36,,28,
1,3,,46,,4,,68,,37,31,93,85,34,,,50,64,12,,38,,55,36,,17,7,30,81,94,,99,54,50,30,,91,,80,
0,4,46,95,69,18,4,14,82,40,,97,,18,57,31,54,,13,,54,25,61,10,,75,,71,,34,,24,39,50,30,,76,,21,22
0,1,,91,7,9,,21,22,52,17,40,38,46,,,72,,14,61,9,71,40,73,71,21,,35,,88,,56,24,85,26,64,20,,63,
1,3,42,80,,97,66,96,,39,80,71,4,38,1,78,72,,32,,93,,51,5,55,90,56,62,,16,,58,4,77,49,38,41,,92,
1,4,2,78,78,20,46,74,13,64,,1,,30,64,30,45,,25,,59,81,58,34,,4,71,54,3,92,,56,,20,28,33,66,,24,
0,4,100,12,37,46,13,31,23,24,31,50,36,42,71,8,10,11,69,38,54,57,33,11,20,58,48,41,41,20,,65,,77,19,49,86,,46,
0,1,84,61,96,49,51,73,34,65,78,32,13,14,28,51,54,63,53,,54,97,53,56,,18,,51,96,60,,71,54,49,16,13,16,,15,
1,2,91,82,30,41,1,35,34,98,29,11,96,91,88,23,88,,72,13,4,62,28,73,39,99,,1,6,91,,64,,56,8,55,76,,3,
0,1,85,5,67,89,1,31,42,96,,51,,60,8,26,44,,34,,72,79,67,82,76,42,,80,65,66,,17,,12,29,86,35,,45,
1,3,77,19,57,6,61,75,4,9,100,88,8,40,29,59,61,,72,,35,65,50,59,3,24,,61,21,29,,9,76,26,14,,69,,77,
1,3,,97,83,30,,34,41,38,54,3,98,48,,,40,20,12,,39,37,6,70,,18,52,76,53,16,84,68,,5,3,69,85,59,28,72
0,3,63,40,81,38,82,4,93,17,25,99,49,29,17,98,81,,93,3,76,71,9,73,91,97,60,42,,78,35,55,,45,69,72,38,2,70,
1,3,,72,30,88,,50,68,68,93,52,14,28,,,77,,96,45,45,99,3,23,62,15,83,31,37,62,,76,,12,29,,33,,87,
0,3,99,15,10,80,33,65,51,89,77,14,57,3,42,34,41,,39,7,21,70,30,58,41,39,,34,,40,,25,91,57,99,,3,,31,
1,3,75,53,24,67,49,56,88,92,,16,,94,86,95,62,,71,,85,50,97,47,39,65,98,82,13,83,,3,,66,86,,15,,24,
1,1,,82,,25,,85,,53,35,55,65,39,,,56,,99,,23,,66,66,8,34,,84,32,49,,77,59,47,7,29,85,,16,
1,3,59,85,3,54,16,68,26,94,79,73,18,85,84,72,54,,24,,20,52,15,66,73,27,24,58,43,79,,68,39,77,78,,48,,68,
1,1,39,3,,5,30,12,,56,,71,,100,58,24,66,,65,1,6,,41,71,76,49,35,35,71,87,,96,,58,94,,54,,50,
0,4,,90,,76,,32,,64,37,31,59,81,,,71,,82,99,85,,53,58,98,84,,80,38,66,,55,,67,15,,62,,72,
1,2,36,49,,75,64,9,,20,9,10,49,98,31,58,83,,96,,28,,30,25,39,96,80,38,98,2,,2,,89,30,,65,,20,70
1,1,80,61,56,18,19,34,93,91,72,42,58,11,22,16,61,,98,84,77,13,64,59,50,81,,18,,38,,17,,48,54,45,45,,31,
0,3,,55,28,46,,12,59,91,29,67,38,30,,,96,,29,,28,75,19,44,28,98,,89,3,37,,29,,12,40,,75,,52,
0,4,41,73,62,31,4,63,92,77,3,20,33,99,55,41,83,,20,32,43,6,49,74,15,67,46,34,,55,,98,,1,63,13,17,,92,
0,2,14,14,35,91,45,94,75,8,,73,,44,80,100,50,,23,,4,37,35,18,20,43,,80,43,80,,81,,7,23,,14,,14,
0,1,83,81,40,39,72,20,7,54,90,24,48,17,38,26,8,,64,97,56,78,1,18,46,95,21,43,,24,81,97,,41,7,91,68,72,10,63
0,1,79,53,47,34,11,64,19,94,56,80,59,21,56,47,54,,66,,44,6,31,32,12,76,37,11,,27,,18,,95,1,15,51,,93,
0,4,39,53,32,16,48,44,86,5,57,16,77,87,38,33,91,,95,67,49,98,1,21,67,9,,85,32,24,,69,57,62,16,,12,,52,
0,2,86,50,39,49,21,72,67,61,43,95,39,34,74,36,43,,24,76,84,25,83,56,,42,,90,8,58,,7,36,14,62,6,35,,50,62
0,3,3,67,28,87,69,92,26,53,54,93,96,1,36,31,20,,18,,15,40,69,49,72,12,80,20,90,95,,99,,94,19,,97,,70,
0,3,6,,36,29,12,36,96,40,15,43,81,23,52,97,67,,87,21,29,75,10,8,91,26,,37,83,28,,57,,2,39,35,15,,6,41
1,4,79,27,,16,67,72,,6,,20,,29,4,89,54,3,20,68,73,,45,44,29,18,29,25,,98,,26,,22,31,48,30,,10,
1,1,,25,,29,,100,,76,95,16,92,66,,,33,,97,,32,,96,92,,94,,33,17,79,,78,,65,15,,63,,2,
0,2,21,,41,27,100,14,41,65,37,92,77,50,95,68,73,97,7,,23,84,83,12,,47,55,65,,51,,69,60,43,82,,98,,93,
0,1,17,67,17,89,47,40,51,86,,57,,47,45,73,10,,90,,28,43,87,93,79,88,46,72,,74,,29,60,94,83,,64,,51,
1,4,58,53,,57,75,54,,25,41,87,42,70,93,78,75,,74,,21,,80,63,36,70,,15,34,87,,89,,20,60,69,50,,13,
1,3,15,97,95,8,19,23,98,76,29,27,84,34,80,76,91,,48,59,78,64,45,77,32,1,,58,79,57,,35,,57,26,,41,,7,
1,3,61,73,7,83,86,93,93,70,,67,,72,92,86,14,54,4,41,73,10,18,18,7,90,97,67,,19,,79,,76,59,6,13,,61,
1,2,33,57,,63,72,95,,86,93,46,32,68,57,92,77,,52,,6,,18,63,97,70,97,15,83,41,,46,,66,54,,23,,90,
0,1,29,,93,18,96,15,78,25,46,14,97,38,48,28,94,,44,23,35,60,97,21,4,46,,90,86,60,73,98,,6,65,,10,16,66,
0,2,83,,41,8,96,31,45,47,,73,,87,74,33,89,,56,7,56,6,50,43,,77,52,61,,68,,30,52,70,73,,31,,12,
1,1,63,21,52,7,24,57,28,77,70,22,83,46,36,11,39,,57,,36,23,52,51,73,35,98,53,,62,,7,,53,49,,66,,64,
1,3,66,52,2,27,23,52,32,44,,47,,43,16,6,95,,54,,88,17,60,91,90,17,,11,55,55,,12,52,60,24,22,26,,84,
1,4,58,,97,92,24,98,83,1,7,64,74,11,15,59,95,,33,,29,66,39,17,,32,88,17,,19,,29,,74,92,98,33,,13,
0,4,8,7,62,21,12,37,15,66,47,100,18,81,67,81,35,,15,1,18,27,82,78,82,74,,40,96,77,,1,10,91,70,,60,,75,63
0,4,4,48,,49,17,46,,80,37,35,48,34,29,59,62,,73,82,31,,28,61,86,80,25,4,21,48,34,91,100,81,98,,24,95,79,
0,1,100,43,49,52,52,54,28,75,54,3,13,63,66,70,25,,61,14,61,100,100,85,,69,4,61,,8,72,36,2,59,53,,47,35,77,
1,2,16,37,41,10,38,56,86,22,52,27,41,18,38,47,13,,63,76,84,65,11,76,27,52,58,97,,43,,34,,35,93,,55,,43,
1,2,24,8,6,50,17,77,47,51,33,92,49,45,73,44,70,,84,74,58,46,22,30,73,88,88,60,,89,,31,4,76,18,,17,,46,
1,4,37,92,19,68,69,7,90,29,33,34,68,32,86,78,37,,52,,68,31,23,29,36,49,75,31,,57,,55,23,42,89,,35,,19,
1,1,100,14,11,31,7,6,97,19,61,73,6,26,2,45,71,,90,,19,93,81,10,90,12,,63,,91,,31,73,9,28,18,32,,76,
1,1,58,96,67,81,34,22,66,92,76,66,18,55,51,79,57,51,17,55,70,81,23,57,71,35,100,50,42,78,,29,,96,64,,71,,76,
1,2,94,26,99,60,12,60,64,71,,94,,64,94,31,58,,14,21,97,52,92,88,86,57,56,100,,45,,29,,49,49,68,39,,82,
0,1,10,91,39,87,85,42,25,40,53,76,41,20,34,62,98,69,33,,97,60,24,53,100,76,,72,,19,27,75,,2,3,,77,100,53,
0,4,15,7,41,65,99,93,60,47,7,75,98,2,56,62,2,,43,,71,76,50,86,45,64,51,28,,35,,83,77,57,81,72,78,,34,
0,3,39,2,,68,83,54,,75,,65,,62,75,40,57,,70,,82,,16,78,,62,,31,19,1,,16,,12,17,90,19,,12,
0,4,12,12,43,69,87,80,54,7,42,6,25,29,67,18,35,,99,,85,41,5,3,9,20,,49,19,24,24,69,,27,68,11,8,91,63,76
1,2,32,39,32,45,74,100,83,90,51,67,20,14,10,89,56,,41,13,28,28,95,20,90,24,8,93,,47,,65,23,86,84,14,69,,74,
0,2,55,4,23,21,25,69,98,20,51,87,19,87,64,13,90,,93,14,54,40,69,26,35,21,12,21,14,8,,86,,17,88,37,52,,66,
1,1,56,6,33,84,45,5,42,96,26,1,82,88,26,32,15,4,51,40,98,95,76,95,34,97,78,16,12,99,,80,,61,61,,25,,29,
0,1,68,2,83,33,47,16,97,86,2,89,18,32,13,11,32,,84,,59,27,84,66,17,41,83,89,48,12,,28,,30,63,,1,,87,
0,2,92,,88,61,12,63,9,24,,99,,14,60,25,65,,45,100,30,87,26,52,25,62,,34,38,50,,75,72,9,43,78,56,,50,
0,4,54,74,,33,34,19,,4,39,98,71,59,32,82,99,,61,,50,,36,55,13,46,91,64,64,30,,6,95,87,86,47,66,,48,
1,2,45,9,20,46,39,24,88,50,60,79,63,99,88,56,52,,73,,98,21,77,87,,2,,50,100,60,,13,,93,26,,68,,44,
1,1,62,31,79,16,53,96,38,85,93,85,3,79,4,35,38,35,47,,64,88,12,22,80,31,,97,,45,,52,,95,94,70,48,,56,
1,1,4,73,52,93,39,79,25,65,19,5,98,39,21,39,98,,9,27,83,39,37,36,16,3,80,41,55,4,,41,,49,95,40,92,,90,
0,2,95,40,12,62,38,98,4,69,,30,,99,23,9,39,8,1,,16,1,89,38,26,30,,96,,38,89,7,,56,99,,57,29,54,
1,1,19,9,16,63,84,26,49,21,90,71,8,9,60,31,5,,38,26,63,69,32,18,,93,76,80,13,55,,21,12,36,27,,36,,53,
1,2,93,15,14,98,10,42,70,79,16,91,43,42,96,85,3,,94,40,32,36,53,92,19,82,75,61,45,68,,12,,20,70,,65,,96,
1,4,31,65,2,57,6,25,63,81,82,10,56,67,4,95,21,,1,,59,72,23,34,49,88,63,32,13,54,7,41,,14,86,,90,90,76,
