Class,WorkOrderType,Param_Temperature,Param_Time,Param_Quality,Param_Boil-time,Param_Amount,Param_StirTume,Param_Pressure,Param_Humidity,Param_PercentContamination,Param_OriginalGravity,Param_FinalGravity,Param_AlcoholbyVol,Param_PrimaryFerment,Param_SecondaryFerment,Material_Pale-2-row,Matarial_Black-Patent-Malt,Matarial_Chocolate_Malt,Matarial_Roasted_Barley,Material_Carapils,Material_Rolled-oats,Material_Torrified-Wheat,Material_Northern_Brewer_Hops,Material_Fuggle,Material_Irish_Moss,Material_Yeast Irish Ale yeast starter,Material_Grapes,Material_Barley,Material_Wheat,Material_magnesium stearate,Material_yellow color 5,Material_Essence 5,Material_Vanilla extract,Material_Blackberry extract,Material_Molasses,Material_Beer,Material_sugar,Material_Milk,Material_Yoghurt
0,2,58,14,41,67,23,57,47,59,42,11,54,5,40,100,26,87,87,20,3,47,28,46,30,45,59,3,55,45,37,69,87,92,11,15,73,40,76,4
0,2,26,98,61,56,51,83,82,55,61,36,22,18,9,75,8,4,89,16,7,26,23,3,93,73,98,54,72,67,98,34,55,83,56,30,79,100,15,22
0,4,36,90,19,55,55,74,9,34,17,29,40,52,86,90,53,3,2,56,67,92,29,59,5,76,94,44,66,35,17,51,50,85,92,14,48,35,38,54
0,4,49,61,10,44,79,26,52,13,42,69,12,16,44,90,83,14,73,4,15,68,32,19,15,38,7,48,67,55,92,29,82,64,81,77,6,63,59,98
1,2,32,41,29,54,26,26,85,97,6,88,39,76,1,58,67,21,9,9,81,72,59,20,13,47,50,77,2,33,39,100,25,26,66,29,51,78,80,54
0,4,15,20,49,97,40,15,30,82,51,56,56,64,94,51,43,13,18,61,47,10,81,12,67,81,55,48,13,39,30,8,55,76,50,5,15,73,77,4
0,1,43,17,51,39,41,23,36,81,44,3,72,9,80,36,47,18,72,95,13,100,1,36,74,58,84,52,97,52,100,40,31,53,99,18,74,59,45,55
0,4,3,81,55,62,33,84,89,40,66,17,83,84,47,5,23,35,57,67,4,95,47,69,50,62,70,28,13,83,98,96,78,17,82,72,8,71,96,82
1,4,33,91,97,85,35,69,64,42,32,32,26,63,89,43,20,93,40,82,37,29,95,73,7,95,89,38,63,68,72,66,14,24,88,94,43,54,85,44
1,1,59,9,70,74,50,7,57,27,13,79,2,92,16,53,89,6,82,4,97,89,12,31,99,81,66,41,52,61,64,100,67,7,21,78,51,59,52,65
1,2,87,73,48,47,54,99,74,9,46,69,13,32,48,15,19,25,87,7,75,68,1,39,80,4,50,94,71,85,56,73,6,96,56,88,59,7,86,66
1,3,31,21,82,59,59,42,35,21,65,1,68,50,47,34,46,44,78,91,77,99,90,42,4,61,35,62,30,87,73,75,59,46,24,17,52,54,52,1
0,2,65,56,50,19,23,6,5,87,49,69,48,17,64,25,36,91,1,36,67,70,90,43,11,84,16,83,70,82,9,86,63,25,82,26,16,90,62,98
0,3,4,98,34,84,96,45,78,66,26,23,11,45,87,91,95,41,80,18,49,63,96,20,23,82,15,100,16,27,99,80,39,5,56,56,21,21,39,20
0,4,54,71,24,46,88,68,30,78,41,1,39,67,78,21,49,76,100,67,81,78,59,98,89,54,43,13,32,7,18,68,10,10,86,60,57,69,81,61
1,1,17,59,81,98,60,26,31,41,85,67,72,29,42,83,32,63,17,25,54,16,64,62,98,29,26,12,35,88,48,79,8,21,25,33,71,79,84,38
1,1,79,32,88,43,88,51,54,5,26,38,98,3,60,28,44,8,19,74,68,12,11,42,6,41,68,37,51,63,14,15,18,90,97,80,95,99,34,70
0,4,19,19,79,32,62,87,50,27,16,71,49,9,72,39,89,15,44,1,85,43,97,64,55,39,46,11,39,62,37,18,84,53,18,57,60,13,87,17
1,4,5,60,39,4,85,79,39,65,100,19,68,99,25,86,99,76,70,59,90,64,68,28,82,39,11,36,94,30,10,91,58,8,56,65,72,7,19,90
0,1,17,24,64,76,4,37,6,74,90,5,90,3,23,66,85,6,89,97,7,64,20,26,95,1,77,8,47,33,100,38,38,91,51,92,47,44,20,99
1,4,84,50,38,59,91,66,67,9,40,99,64,22,26,85,80,85,50,19,46,11,89,58,42,100,100,17,51,16,14,68,6,59,78,25,11,11,80,1
1,4,55,97,34,25,28,19,6,12,54,52,16,73,84,50,35,100,45,62,13,98,19,44,4,53,94,86,90,24,36,22,94,70,79,24,16,39,100,20
1,2,86,54,42,65,39,93,31,7,75,57,42,69,87,98,84,64,100,41,45,96,18,46,79,43,56,74,71,100,20,30,35,53,66,2,28,75,37,3
1,4,57,87,91,44,42,22,77,10,39,98,27,53,37,52,7,86,81,11,20,72,22,95,62,13,27,25,46,2,69,73,68,83,41,27,6,57,90,16
1,3,83,74,64,83,48,37,90,37,84,18,9,14,45,9,72,92,69,34,52,97,28,23,3,46,87,89,63,58,56,40,79,29,95,54,24,5,21,11
1,2,29,23,59,80,40,72,29,83,100,34,7,23,54,28,67,56,48,53,4,73,4,55,79,67,29,72,44,52,68,23,92,22,55,30,51,19,32,22
1,3,87,31,46,92,75,97,10,13,39,1,3,14,37,84,14,64,72,15,68,95,80,96,46,71,3,29,45,25,62,29,85,64,93,55,26,63,41,20
0,2,54,55,34,46,96,28,73,41,25,42,38,75,56,19,97,32,38,26,84,75,11,28,40,40,71,97,9,47,51,95,42,95,76,88,68,10,66,48
0,1,94,70,100,62,15,94,86,39,6,43,21,59,41,86,93,2,56,87,51,87,15,74,43,18,5,67,69,35,74,21,11,98,15,43,80,74,43,78
0,2,54,74,31,59,59,77,72,33,23,16,33,73,50,71,44,52,46,32,67,71,23,91,15,97,46,45,79,32,59,65,59,82,92,35,61,25,100,85
1,2,64,58,76,66,9,20,86,64,65,24,23,65,75,46,27,3,65,82,82,97,39,18,69,68,22,70,47,90,83,1,80,91,26,3,40,8,82,61
1,4,47,23,95,30,94,26,1,23,23,26,24,2,13,5,4,87,65,22,77,87,62,93,47,98,1,62,94,17,75,82,93,88,4,44,32,99,80,52
1,1,57,69,56,94,89,33,13,29,91,30,50,55,43,25,63,12,13,51,83,93,60,80,46,89,41,89,2,41,43,100,37,86,18,42,11,10,23,20
0,3,7,52,54,99,72,55,79,18,84,76,89,18,10,32,71,98,45,56,90,72,22,91,43,21,24,95,80,73,64,45,40,36,96,77,25,92,49,74
0,4,70,34,35,42,43,85,18,33,40,90,75,33,38,46,95,62,27,46,20,93,83,52,59,38,46,8,27,75,66,12,58,90,61,15,3,61,24,98
0,3,76,42,27,96,8,50,4,60,90,8,64,99,67,97,27,76,79,87,59,94,82,51,18,36,79,76,26,16,16,47,66,100,1,72,31,42,7,6
0,2,9,73,98,48,51,66,22,2,49,88,83,24,27,51,49,59,62,53,92,67,6,70,95,73,95,84,61,24,55,43,42,79,47,34,82,79,29,29
0,2,2,45,71,62,30,12,88,67,16,57,11,81,36,74,70,76,22,72,71,51,86,64,32,15,71,25,100,35,98,55,99,50,44,41,54,69,93,6
0,2,68,70,6,91,60,79,49,31,8,39,5,93,46,84,45,32,59,100,59,27,83,58,44,80,53,31,54,99,82,62,22,38,58,57,26,89,47,100
0,3,71,73,20,89,98,100,2,11,85,89,49,47,75,10,59,80,88,46,81,22,39,5,13,6,24,6,22,63,7,87,6,49,63,78,89,42,30,76
0,1,68,12,98,76,5,95,97,17,1,9,42,24,73,99,32,23,43,12,11,47,15,66,72,20,8,23,1,84,36,50,94,99,18,57,5,41,5,64
1,1,7,66,34,63,47,56,33,93,70,61,77,19,19,51,34,26,13,61,11,66,53,46,31,1,88,39,48,98,43,32,69,67,36,5,51,61,41,85
0,1,19,52,98,21,36,36,57,97,76,62,28,94,98,92,99,57,45,18,62,64,9,72,95,90,37,69,42,97,4,72,38,64,19,66,5,99,21,17
0,2,34,27,72,86,17,90,73,74,71,100,71,45,43,7,98,41,13,10,91,97,13,8,76,17,89,35,1,80,16,61,78,94,51,58,16,93,29,6
1,1,77,50,37,49,16,66,71,60,34,44,39,15,92,28,47,78,68,36,77,15,24,29,25,89,57,11,100,92,83,26,47,45,91,18,33,39,53,87
0,1,76,23,44,30,3,65,94,36,29,49,93,15,71,76,83,39,20,73,44,89,78,57,88,12,73,61,25,2,36,31,2,75,48,12,47,9,37,81
1,2,34,80,9,27,73,15,62,92,33,83,57,88,48,59,42,100,44,76,20,84,55,58,40,20,31,24,24,13,40,18,49,21,92,86,63,24,82,84
0,1,14,22,96,91,56,78,62,55,49,27,1,9,75,87,95,82,76,4,43,99,88,10,48,94,1,13,44,24,50,56,87,24,37,58,74,20,24,94
0,2,54,82,24,95,8,38,69,54,64,87,23,34,85,15,56,1,80,49,42,13,32,79,41,67,83,3,14,22,40,83,43,80,63,88,96,46,59,79
0,4,37,70,13,99,28,70,83,94,42,90,49,92,4,58,47,61,24,67,38,48,88,59,5,1,66,33,15,90,91,52,38,49,100,70,52,54,96,78
1,4,74,98,20,55,68,31,10,84,95,13,40,32,6,78,82,45,66,93,24,86,11,32,22,95,96,12,88,60,97,1,23,52,66,43,61,33,60,98
1,4,32,69,28,72,55,72,95,54,25,3,71,70,71,22,21,42,76,86,15,28,23,2,14,18,68,91,1,88,10,90,11,10,69,62,73,30,19,88
0,4,82,64,94,41,67,14,98,83,53,41,61,46,17,65,97,35,34,17,18,3,46,9,53,54,20,43,35,44,68,87,83,31,38,20,49,100,12,60
0,3,33,67,9,89,9,19,56,63,94,91,23,77,31,51,86,95,12,4,44,30,91,94,56,23,35,1,49,89,55,94,40,3,61,33,54,14,33,60
0,2,90,53,10,74,26,22,16,42,1,35,100,29,22,5,11,54,56,37,100,84,84,79,14,71,90,99,66,32,75,58,28,71,47,11,49,32,23,97
1,2,75,65,52,42,81,25,72,15,14,76,6,92,89,65,37,37,90,68,68,70,22,63,20,47,12,56,100,82,26,2,9,24,8,47,63,66,89,32
1,2,3,36,38,86,31,78,28,74,11,87,36,34,46,43,27,68,20,76,37,90,32,62,78,64,69,64,60,17,94,43,17,73,88,54,15,97,51,38
1,4,12,50,64,46,68,78,1,33,41,44,65,16,10,44,75,14,56,96,10,37,44,1,43,54,93,33,37,7,37,90,83,79,45,98,51,55,98,88
1,3,1,92,51,28,7,12,53,20,93,25,11,47,58,46,38,67,19,10,84,54,86,84,55,77,60,65,19,20,16,66,16,50,56,48,39,44,46,33
1,4,73,22,48,40,10,10,14,60,43,21,31,17,95,31,32,4,69,79,51,81,76,88,69,4,99,66,73,43,67,28,84,50,92,77,33,89,59,67
1,2,53,49,66,64,54,91,51,37,92,38,80,8,79,41,26,31,68,9,60,35,89,49,36,30,55,8,85,77,8,82,37,57,52,75,58,64,8,28
0,4,31,10,28,94,42,20,60,30,13,87,23,8,27,19,74,67,45,92,63,21,23,87,69,49,97,63,89,50,43,50,74,34,57,26,97,64,29,83
0,4,49,52,40,42,65,9,100,69,4,36,53,30,70,96,47,5,53,36,79,14,94,68,36,64,55,26,17,23,26,63,75,71,50,39,22,27,93,62
1,4,55,22,100,60,27,45,99,56,75,75,20,91,4,75,89,41,22,29,20,99,46,63,83,27,20,19,34,71,19,87,37,84,83,21,63,70,64,100
0,1,52,55,2,51,85,48,82,31,15,18,18,72,72,55,12,24,3,70,8,28,90,63,64,37,29,88,94,4,54,66,36,84,92,63,74,85,38,68
0,4,18,45,8,88,43,52,89,19,59,37,10,12,18,81,71,28,2,29,88,15,56,22,95,70,28,51,85,22,4,73,76,3,66,44,7,55,82,4
0,1,11,68,83,11,34,61,26,31,77,99,23,28,40,21,2,74,54,51,11,82,91,2,66,32,14,46,39,96,39,61,100,23,43,24,69,28,77,8
1,3,45,39,64,24,28,64,84,97,24,93,23,45,76,20,2,54,20,62,24,80,52,24,36,21,55,19,26,43,5,34,19,1,8,65,58,79,95,28
0,1,58,66,57,43,81,75,61,96,93,41,99,89,75,97,24,56,67,11,7,72,79,63,15,19,99,51,42,25,55,93,7,26,8,70,75,15,76,41
0,4,32,93,40,44,15,40,16,32,78,62,70,35,13,98,41,21,24,42,89,21,64,58,66,99,51,13,19,76,40,87,58,54,26,94,1,100,16,91
0,4,33,51,8,21,14,27,1,62,39,56,3,89,39,79,97,78,53,28,89,14,28,36,20,6,47,64,25,18,10,46,15,84,65,53,27,43,49,41
0,4,9,44,90,86,56,5,59,44,45,67,60,98,1,40,41,15,81,86,69,41,85,83,69,3,44,29,27,68,44,42,16,51,51,71,27,10,54,23
1,3,1,67,62,29,60,36,72,81,34,83,95,49,58,31,19,59,29,45,44,7,28,29,19,80,77,11,12,89,59,37,75,73,56,84,55,7,83,44
0,4,13,56,47,100,4,62,53,42,46,5,50,37,64,65,11,7,52,18,11,59,55,28,52,98,44,38,59,25,56,61,55,4,41,22,20,38,82,57
0,2,30,94,16,89,94,84,91,63,20,37,59,36,37,76,53,45,74,90,90,8,41,93,35,89,83,42,44,80,21,11,88,38,72,2,67,45,52,82
0,1,91,74,19,63,5,15,56,100,61,67,89,60,46,31,52,83,69,14,78,55,24,37,70,55,85,95,61,18,31,19,40,40,3,74,87,39,13,63
0,2,7,53,51,73,69,20,29,95,72,44,7,60,38,69,21,10,69,76,62,41,34,52,93,96,78,96,80,81,65,93,92,80,35,11,70,98,8,19
1,3,3,73,80,8,78,35,73,27,63,22,44,88,74,72,16,96,77,65,45,28,45,46,60,56,79,37,78,27,45,92,77,50,75,45,68,33,55,55
1,2,12,46,44,83,38,84,88,100,18,12,80,52,98,46,31,46,59,32,8,30,36,80,81,78,20,78,4,65,85,50,89,85,19,64,29,57,35,17
0,1,56,82,93,66,38,8,2,49,51,75,91,33,19,93,47,45,81,47,19,43,30,68,16,65,83,72,59,71,21,95,70,32,18,10,25,97,68,17
0,1,46,88,70,16,61,68,72,74,80,34,46,53,87,83,81,13,28,31,21,33,64,94,83,56,32,16,61,15,10,64,34,34,15,23,16,59,22,19
0,3,57,40,30,55,82,1,96,38,59,74,89,44,35,41,13,93,23,15,38,33,92,89,68,41,26,96,19,99,80,61,82,26,74,92,53,18,52,33
1,4,6,51,64,53,80,26,81,39,96,73,90,89,75,76,21,20,1,73,4,60,22,30,14,46,44,54,57,65,30,16,71,19,96,1,42,27,3,19
1,1,90,7,63,25,4,11,60,72,33,83,28,52,86,40,33,35,78,34,14,93,96,74,96,65,90,34,30,15,51,44,20,20,23,86,52,96,66,8
1,3,13,100,1,29,64,81,22,45,84,63,42,59,23,36,62,100,48,14,90,74,27,16,64,18,31,39,83,44,81,64,83,61,34,62,13,62,7,49
0,3,37,89,78,6,100,89,13,3,64,26,89,88,45,99,54,88,20,96,37,30,66,92,36,88,9,51,18,72,63,36,88,54,85,2,83,86,68,5
0,1,89,17,13,71,33,13,31,90,38,14,50,39,4,28,50,89,56,23,71,96,21,22,75,77,3,54,15,29,92,45,41,9,14,92,2,90,59,43
0,4,77,76,74,42,83,78,21,33,88,38,11,62,51,21,15,8,35,13,17,96,69,81,32,100,97,59,89,35,8,36,70,57,40,20,68,92,92,20
1,1,92,87,1,49,55,71,8,37,18,94,69,40,93,45,76,59,82,80,84,99,9,75,44,32,75,90,64,28,43,27,93,96,60,18,53,13,20,15
1,3,95,87,53,46,34,19,66,59,88,69,34,65,3,34,1,88,79,38,1,30,64,90,84,45,63,66,72,97,80,19,7,100,22,64,71,60,98,56
0,4,29,50,60,47,38,28,54,31,74,39,12,17,68,14,91,83,67,29,97,27,50,2,24,86,24,43,41,95,30,32,89,32,60,100,19,10,40,87
0,2,36,28,85,48,58,35,7,98,12,30,8,38,40,26,74,36,17,67,29,55,97,60,93,64,72,53,37,22,40,94,77,56,89,77,50,61,54,13
0,2,45,39,95,43,26,10,80,77,50,5,17,61,91,23,60,71,8,21,57,2,12,59,77,33,2,46,37,17,13,50,19,57,29,67,74,81,49,31
1,3,54,16,9,6,92,81,57,44,22,51,44,17,30,84,25,43,75,68,65,44,36,76,70,87,84,43,24,90,100,3,27,17,58,28,12,71,31,4
1,1,89,24,64,59,99,57,70,13,98,80,36,41,67,95,52,58,2,95,51,79,100,47,93,96,94,89,6,46,78,25,69,56,89,28,9,69,5,31
0,1,47,73,76,92,15,63,59,7,29,48,36,38,87,93,4,6,62,51,42,49,60,82,15,52,97,29,78,82,69,44,9,37,86,93,70,32,90,4
0,4,45,26,69,64,49,29,7,79,18,76,38,11,63,28,79,76,57,1,36,82,73,98,2,54,61,81,3,46,8,14,59,59,29,31,37,92,47,45
0,4,98,18,23,90,31,7,34,13,52,25,51,97,51,88,11,51,35,20,94,91,64,91,97,88,22,63,29,59,75,100,92,36,73,57,17,26,47,77
1,2,35,74,9,23,77,9,17,73,53,41,66,47,90,50,70,13,47,18,2,31,64,38,88,86,1,88,13,64,23,10,18,40,87,8,37,5,46,24
1,4,24,8,50,9,87,31,77,1,53,18,11,26,2,49,40,55,38,18,90,42,84,73,29,59,2,46,61,55,11,13,52,8,15,79,30,39,100,55
0,4,73,56,36,38,82,85,48,46,91,2,18,41,36,67,40,61,55,73,86,65,64,90,95,16,4,26,56,22,99,34,4,23,77,36,78,90,20,73
0,2,81,8,16,23,21,91,91,17,70,32,32,7,34,50,40,45,14,92,67,44,35,89,15,91,66,52,39,3,51,3,81,19,13,22,97,10,5,50
0,3,11,82,18,54,80,60,47,16,66,82,13,29,25,33,23,65,59,25,72,6,84,15,83,27,43,96,22,69,86,29,24,28,6,94,28,77,80,11
0,1,4,40,41,2,72,64,3,72,27,27,14,36,9,36,12,29,70,99,29,73,20,95,13,10,30,57,59,49,67,74,18,30,64,3,27,69,30,6
0,2,98,42,68,78,1,17,30,11,32,67,24,59,30,78,35,48,91,26,22,3,72,92,98,64,53,41,30,82,61,28,6,100,45,70,83,52,61,59
0,1,51,48,58,55,60,49,58,71,87,72,63,30,54,5,9,99,56,86,51,85,8,24,92,44,58,11,52,15,95,57,63,1,84,77,28,78,80,40
1,2,54,45,79,99,15,95,41,7,100,54,76,67,69,33,77,72,9,11,64,62,41,40,80,80,75,41,2,5,50,51,21,72,80,14,77,26,21,68
1,2,92,70,99,70,62,53,58,81,93,58,12,43,39,5,68,46,97,65,54,57,65,47,11,86,8,39,31,58,68,68,98,11,89,43,42,87,32,25
1,3,73,95,91,70,84,70,97,11,45,86,9,65,73,61,4,91,1,90,14,39,33,11,8,86,88,75,41,77,8,98,86,83,17,33,39,55,69,5
1,3,57,19,50,37,72,89,31,12,72,75,66,23,43,73,15,81,76,5,44,36,1,49,91,38,97,92,71,50,55,60,98,47,9,35,97,84,47,34
1,2,64,14,68,78,51,79,74,66,97,78,26,60,41,37,23,22,10,80,31,7,48,42,6,49,21,74,99,63,68,86,87,67,63,99,69,17,85,5
1,3,65,46,3,53,30,80,12,75,93,24,87,29,62,54,34,70,72,50,25,97,63,73,32,57,36,43,19,40,2,60,89,96,6,48,53,57,30,70
0,3,58,54,31,77,63,23,71,36,32,44,87,25,95,27,43,38,81,64,17,57,59,87,27,1,11,55,96,89,15,90,27,99,26,89,32,47,97,43
1,4,85,10,89,93,56,10,71,58,80,98,37,95,43,94,77,72,57,78,64,45,51,26,72,91,16,42,99,99,19,4,21,40,95,53,10,100,25,42
0,2,69,69,38,7,49,60,1,51,95,4,27,42,52,44,36,51,52,27,85,100,7,18,70,56,25,92,60,23,24,31,51,60,40,44,16,25,64,77
0,4,6,88,84,34,97,12,18,29,89,73,4,84,82,70,90,3,84,8,65,82,74,84,16,6,67,15,28,15,65,15,2,67,10,8,17,60,51,15
1,3,9,8,47,85,100,85,12,6,52,51,33,6,81,26,68,100,5,99,33,57,51,87,74,10,35,30,21,55,8,59,27,2,69,90,53,60,50,10
0,2,6,78,87,5,69,76,17,53,21,100,2,37,12,5,23,76,27,28,91,56,28,100,59,44,1,86,75,34,30,61,52,76,47,32,85,41,69,58
0,3,44,54,60,44,28,18,60,2,94,80,8,27,21,18,23,19,12,79,40,91,85,65,93,98,12,35,33,30,88,72,54,38,39,86,55,59,7,2
0,3,2,72,37,52,64,77,94,25,67,23,85,7,78,15,43,13,99,11,41,65,66,30,42,27,58,58,37,57,72,49,45,39,33,42,33,78,44,82
0,4,53,64,67,87,48,21,51,62,44,67,56,34,7,22,48,64,25,74,71,100,39,31,90,22,35,24,30,2,29,18,35,37,42,62,85,22,54,77
0,1,88,100,49,80,27,34,36,69,62,56,30,98,93,20,87,56,36,53,77,95,49,24,77,15,97,59,59,3,52,56,28,97,43,29,11,55,81,48
1,1,22,32,56,53,36,34,80,88,60,20,11,11,44,57,99,69,40,73,86,20,5,86,70,44,44,12,89,44,51,56,62,82,12,64,15,37,48,46
0,3,100,78,97,73,74,39,24,84,30,99,25,10,81,2,49,23,95,99,75,93,3,70,26,72,79,40,22,29,85,16,92,37,88,72,26,38,54,74
0,1,54,32,60,16,14,72,2,79,39,57,44,10,94,60,36,30,49,82,5,40,83,64,36,31,68,92,26,41,57,27,48,72,90,15,78,57,33,44
1,1,57,29,100,31,4,76,45,17,63,79,74,66,30,31,21,60,36,51,13,9,40,49,86,16,97,45,55,17,63,23,67,50,95,19,87,50,72,65
0,4,4,16,20,36,49,39,29,9,63,17,83,64,72,6,81,30,9,23,7,42,35,92,5,5,95,44,57,30,30,8,69,52,3,100,96,45,26,8
0,1,60,91,11,31,91,24,69,18,42,2,86,9,75,47,36,76,37,69,52,11,40,49,2,1,14,59,87,74,30,84,84,42,53,12,21,71,9,43
0,3,79,53,19,86,76,15,87,63,58,38,57,35,64,24,95,61,69,8,70,95,58,54,40,52,33,13,89,22,21,66,12,30,96,54,46,39,51,68
1,1,96,24,17,56,2,88,54,46,24,47,93,46,99,30,53,8,76,67,100,85,40,94,40,36,44,82,3,85,51,6,79,55,24,99,19,7,62,83
0,1,57,15,87,13,24,47,11,75,48,60,64,96,21,9,96,27,79,18,57,4,96,1,10,66,92,56,70,19,84,14,6,85,35,5,38,14,84,33
1,2,36,77,7,94,81,9,61,97,44,31,77,50,70,20,16,64,65,29,71,86,90,97,88,35,63,86,63,88,18,66,34,72,21,93,53,82,49,72
0,3,48,42,95,87,31,54,43,73,19,57,42,11,61,42,83,55,45,90,55,14,72,3,32,90,94,78,34,3,51,72,82,89,35,96,91,12,32,90
1,1,24,9,36,10,67,3,78,42,28,32,98,32,97,11,46,22,57,23,91,72,38,62,86,44,84,85,27,40,12,63,87,28,9,5,37,31,97,1
1,3,68,50,97,44,35,38,53,47,68,100,43,11,14,1,44,99,56,17,44,96,40,32,5,33,9,41,6,30,26,32,91,83,68,83,46,28,36,1
1,2,18,73,71,14,18,75,42,41,47,10,17,4,1,11,99,47,67,31,93,71,46,61,7,86,66,10,1,73,83,32,59,17,82,81,87,19,62,50
0,2,21,51,6,9,75,39,58,62,14,19,50,68,93,72,48,5,85,34,80,53,48,38,79,55,57,98,24,23,82,69,76,97,74,63,86,80,42,56
0,1,72,38,2,15,10,30,3,56,6,6,86,39,41,80,98,7,4,83,66,97,6,50,50,63,7,65,47,21,72,17,86,100,13,91,34,54,32,75
1,4,79,82,76,54,26,25,31,65,65,13,46,44,6,69,90,94,67,69,29,73,100,13,18,25,92,51,58,3,35,67,78,16,37,80,49,17,72,72
0,1,19,74,37,50,94,17,40,52,78,16,89,36,43,65,9,69,21,25,40,32,70,67,51,88,17,49,6,27,57,8,39,58,26,87,44,26,79,37
1,1,21,60,53,28,22,15,42,26,75,1,1,75,62,39,78,49,34,32,98,48,32,45,30,32,14,11,22,82,42,43,49,22,88,64,3,2,97,89
0,1,54,10,67,1,66,70,82,62,57,48,94,71,86,89,44,43,37,43,6,66,45,48,7,82,37,91,17,58,39,96,77,53,97,82,83,12,80,75
0,2,10,42,75,39,96,90,39,49,59,87,5,99,41,62,67,61,87,22,18,36,17,54,87,73,84,80,43,46,43,93,13,29,25,4,88,15,16,72
1,4,40,22,3,35,60,37,23,4,10,3,75,96,33,3,64,26,41,16,93,96,14,44,99,37,11,51,11,83,8,88,24,38,42,26,31,51,85,3
1,2,39,3,11,64,58,90,87,18,2,65,95,83,38,15,91,60,11,20,24,35,96,48,18,22,53,16,99,79,84,52,55,12,90,65,29,47,64,22
1,3,89,81,69,26,24,47,70,27,53,22,78,7,48,50,41,46,24,6,29,23,51,77,24,48,77,36,89,97,87,8,39,18,73,53,36,27,35,79
0,1,50,41,55,63,77,45,51,99,25,38,85,58,9,100,16,84,23,19,62,84,32,73,94,52,61,42,5,88,97,90,33,67,24,44,69,4,24,85
1,2,60,5,1,67,91,81,100,88,17,34,19,28,48,45,52,85,56,68,6,84,35,42,36,31,79,13,22,55,45,40,83,70,91,14,41,71,15,3
0,1,36,66,85,95,44,54,98,52,96,45,2,35,62,89,62,86,88,81,95,57,27,34,87,10,6,91,72,52,61,34,84,59,62,20,57,39,79,24
1,3,84,22,12,12,93,59,39,57,57,4,25,3,26,84,78,18,70,78,88,71,68,73,92,62,85,52,19,6,68,65,79,65,75,27,47,37,41,56
0,1,2,51,16,76,55,51,86,89,54,22,23,64,71,53,14,70,48,44,2,47,97,13,64,55,59,65,49,36,32,5,94,12,47,7,23,72,51,54
0,3,10,34,54,45,51,19,52,57,33,1,11,29,42,27,8,12,17,61,47,17,77,20,94,46,54,22,18,67,68,8,73,12,12,15,28,46,39,88
1,3,8,42,29,22,39,72,24,30,32,69,88,6,39,31,91,55,39,91,42,39,10,92,22,84,93,72,70,47,29,66,76,70,98,8,83,22,33,68
0,2,55,83,39,77,33,69,22,85,47,31,28,66,98,63,45,7,45,22,71,14,88,55,31,45,86,24,24,74,29,98,9,68,23,43,63,80,88,64
1,3,93,14,34,12,50,78,76,3,79,83,89,99,67,20,54,21,46,1,36,85,58,82,51,27,26,10,58,83,4,70,27,15,60,45,49,9,19,52
1,4,70,27,82,79,7,87,30,4,60,38,89,61,14,54,72,75,59,43,72,58,89,15,31,17,23,73,3,48,55,54,81,10,82,6,72,35,82,56
0,1,66,29,57,63,92,63,86,51,22,2,42,97,77,78,73,71,94,7,27,43,21,2,40,41,63,16,45,73,38,74,10,67,2,20,42,5,95,88
0,2,46,23,84,99,76,25,95,4,92,34,37,72,6,63,14,53,92,63,73,38,22,11,9,97,79,30,83,16,55,36,28,16,4,9,100,56,69,80
1,4,16,11,20,51,42,69,90,47,97,53,97,92,43,54,25,39,29,29,48,75,17,25,32,77,48,66,28,57,58,11,80,43,72,89,99,60,49,76
1,3,49,40,99,68,17,67,1,78,43,14,81,19,16,5,25,99,7,82,41,41,81,55,11,100,88,81,79,88,46,97,86,51,55,85,36,88,56,91
0,4,7,87,65,31,55,90,7,65,35,87,18,46,71,59,9,24,40,3,91,76,48,36,65,16,23,25,81,70,6,14,85,36,67,4,7,82,41,11
1,1,53,97,51,92,33,73,47,35,79,67,68,29,15,67,78,1,100,56,53,51,89,95,81,78,25,47,41,11,21,37,64,18,45,40,72,25,84,22
1,1,42,44,56,52,56,83,49,99,87,22,23,76,100,85,67,8,63,65,99,96,92,30,41,44,58,47,61,67,63,3,91,76,48,39,45,29,32,16
0,4,55,30,97,90,16,9,32,64,8,30,36,95,55,84,45,93,10,12,1,65,89,16,35,82,44,72,70,16,86,34,43,61,4,37,96,97,54,15
1,4,85,7,3,46,45,69,88,86,17,28,1,56,7,100,12,6,43,19,66,14,52,78,41,71,48,70,99,52,26,94,21,27,75,86,55,95,90,38
1,4,44,5,72,80,47,36,96,49,83,3,22,72,13,37,76,31,56,30,90,17,54,13,49,54,26,26,43,38,79,37,96,42,1,67,71,97,99,15
0,3,87,46,44,72,86,68,99,45,20,26,63,10,5,35,46,53,54,68,89,50,86,83,22,16,83,96,46,17,72,55,58,98,81,33,85,77,15,54
0,2,76,82,84,41,35,14,53,59,62,87,42,6,96,13,31,27,5,52,46,67,74,19,21,88,40,40,41,58,53,14,5,6,58,13,94,33,82,12
1,1,9,46,68,84,17,37,14,41,36,46,68,12,41,64,46,23,97,89,6,18,80,55,11,60,22,19,52,73,39,65,87,29,38,34,8,2,48,74
0,1,26,86,48,62,90,70,99,7,86,58,36,11,20,4,62,24,71,85,75,96,93,17,8,17,98,57,18,55,64,80,12,20,94,28,53,3,31,11
